,StartDate,EndDate,Progress,Duration..in.seconds.,Finished,RecordedDate,DistributionChannel,UserLanguage,consent,Q98_First.Click,Q98_Last.Click,Q98_Page.Submit,Q98_Click.Count,PK_1_1,PK_1_2,PK_1_3,PK_1_4,agree_1,informed_1_1,informed_1_2,informed_1_3,informed_1_4,accurate_1,believable_1,trustworthy_1,factual_1,Q99_First.Click,Q99_Last.Click,Q99_Page.Submit,Q99_Click.Count,PK_1imprint_1,PK_1imprint_2,PK_1imprint_3,PK_1imprint_4,agree_1imprint,informed_1imprint_1,informed_1imprint_2,informed_1imprint_3,informed_1imprint_4,accurate_1imprint,believable_1imprint,trustworthy_1imprint,factual_1imprint,Q121_First.Click,Q121_Last.Click,Q121_Page.Submit,Q121_Click.Count,PK_2imprint_1,PK_2imprint_2,PK_2imprint_3,PK_2imprint_4,agree_2imprint,informed_2imprint_1,informed_2imprint_2,informed_2imprint_3,informed_2imprint_4,informed_2imprint_5,accurate_2imprint,believable_2imprint,trustworthy_2imprint,factual_2imprint,Q122_First.Click,Q122_Last.Click,Q122_Page.Submit,Q122_Click.Count,PK_2_1,PK_2_2,PK_2_3,PK_2_4,agree_2,informed_2_1,informed_2_2,informed_2_3,informed_2_4,informed_2_5,accurate_2,believable_2,trustworthy_2,factual_2,Q123_First.Click,Q123_Last.Click,Q123_Page.Submit,Q123_Click.Count,PK_3_1,PK_3_2,PK_3_3,PK_3_4,agree_3,informed_3_1,informed_3_2,informed_3_3,informed_3_4,accurate_3,believable_3,trustworthy_3,factual_3,Q124_First.Click,Q124_Last.Click,Q124_Page.Submit,Q124_Click.Count,PK_3imprint_1,PK_3imprint_2,PK_3imprint_3,PK_3imprint_4,agree_3imprint,informed_3imprint_1,informed_3imprint_2,informed_3imprint_3,informed_3imprint_4,accurate_3imprint,believable_3imprint,trustworthy_3imprint,factual_3imprint,Q125_First.Click,Q125_Last.Click,Q125_Page.Submit,Q125_Click.Count,PK_4imprint_1,PK_4imprint_2,PK_4imprint_3,PK_4imprint_4,agree_4imprint,informed_4imprint_1,informed_4imprint_2,informed_4imprint_3,informed_4imprint_4,accurate_4imprint,believable_4imprint,trustworthy_4imprint,factual_4imprint,Q126_First.Click,Q126_Last.Click,Q126_Page.Submit,Q126_Click.Count,PK_4_1,PK_4_2,PK_4_3,PK_4_4,agree_4,informed_4_1,informed_4_2,informed_4_3,informed_4_4,accurate_4,believable_4,trustworthy_4,factual_4,election_reg,recall_num,recall_name,useful_rank_1,useful_rank_2,useful_rank_3,useful_rank_4,useful_rank_5,useful_rank_6,useful_rank_6_TEXT,reg_know,EPE_1,EPE_2,EPE_3,EPE_4,EPE_5,open_q,partyID,partyID_12_TEXT,age,gender,education,education_6_TEXT,general_confidence_1,general_confidence_2,general_confidence_3,general_confidence_4,general_confidence_5,general_confidence_6,general_confidence_7,general_confidence_8,general_confidence_9,democracy,political_interest,external_efficacy,internal_efficacy,SM_use,SM_frequency_1,Training.condition,Advert.1,Advert.2,Advert.3,Advert.4,Time.taken,Fluent.languages,age_sample,sex_sample,Ethnicity.simplified,Country.of.birth,Country.of.residence,Nationality,Language,Student.status,Employment.status
1249,27/03/2024 05:04,27/03/2024 05:15,100,666,TRUE,27/03/2024 05:15,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,24.236,24.236,24.241,1,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,38.03,38.03,38.034,1,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,5,5,4,3,21.422,21.422,21.426,1,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Agree,Disagree,Somewhat disagree,4,5,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,33.915,33.915,33.919,1,Slightly agree,Agree,Slightly agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,Neither agree nor disagree,4,4,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Slightly sufficient,2,"Breaking Barriers Alliance,Campaign for a better Britain",3,1,2,5,4,6,,Not sure,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Only the name of the organisation / people that posted it,Labour,,63,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,A little dissatisfied,Fairly interested,Not at all ,A little ,Less than 1/2 hour ,2-5 times a day,0,1,0,0,1,673,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1250,27/03/2024 04:54,27/03/2024 05:07,100,793,TRUE,27/03/2024 05:07,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,35.553,35.553,35.563,1,Slightly agree,Agree,Slightly agree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,48.494,48.494,48.503,1,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Disagree,Strongly disagree,1,1,1,1,29.011,29.011,29.026,1,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,2,2,2,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,93.774,93.774,93.786,1,Slightly agree,Agree,Slightly agree,Agree,Strongly disagree,Agree,Somewhat agree,Disagree,Somewhat agree,2,3,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,3,Common Sense Collective,1,4,3,2,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Agree,Agree,Agree,Disagree,Strongly agree,The name of the person who paid for it,Conservative,,55,Male,"GCSE level, or equivalent",,Disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Fairly satisfied,Fairly interested,Not at all ,Not at all ,1/2 hour to 1 hour ,"Once a day	",1,1,0,0,1,804,English,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
1251,27/03/2024 05:15,27/03/2024 05:27,100,712,TRUE,27/03/2024 05:27,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,15.641,15.641,15.643,1,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,31.639,31.639,31.641,1,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,4,4,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,23.89,23.89,23.892,1,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,7,7,7,7,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,40.643,40.643,40.645,1,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,4,4,4,3,Mostly sufficient,2,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,5,3,2,4,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Agree,Agree,Agree,Agree,Strongly agree,,Reform UK,,21,Male,"GCSE level, or equivalent",,Disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Very dissatisfied,Fairly interested,A little ,A lot ,1/2 hour to 1 hour ,2-5 times a day,1,1,0,1,0,716,English,20,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
1252,27/03/2024 04:55,27/03/2024 05:23,100,1710,TRUE,27/03/2024 05:23,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,15.311,15.311,15.317,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,1,1,1,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,38.675,38.675,38.678,1,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,1,1,1,1,23.854,23.854,23.857,1,Agree,Strongly agree,Agree,Agree,Somewhat disagree,Agree,Disagree,Agree,Somewhat disagree,2,4,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,64.123,64.123,64.129,1,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,4,4,3,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,No opinion/not sure,1,"The People’s movement,Common Sense Collective,Campaign for a better Britain",5,1,4,3,2,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,"Nothing really - I'm sadly of the view democracy may be damaged beyond repair. The way online content and social media work we are now in a period where there is no such thing as truth, just arbitrary statistics ( which are described as facts ) twisted to support a specific perspective",Conservative,,59,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Strongly disagree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Very dissatisfied,Very interested ,Not at all ,Not at all ,1/2 hour to 1 hour ,2-5 times a day,1,1,0,0,1,1718,"English, French",59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1253,27/03/2024 04:47,27/03/2024 04:58,100,635,TRUE,27/03/2024 04:58,anonymous,EN,I agree to the above statements and consent to participating in this study,53.152,53.152,53.161,1,Slightly agree,Strongly agree,Slightly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,4,5,3,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,22.892,22.892,22.901,1,Disagree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Somewhat disagree,Agree,Somewhat disagree,Strongly disagree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,10.852,26.349,26.353,2,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Agree,Disagree,5,6,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,86.707,86.707,86.715,1,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,5,6,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,0,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",3,1,5,2,4,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Agree,Agree,Agree,Strongly agree,Why material might have targeted me. For example information about demographics they aimed the material at.,Scottish National Party (SNP),,39,Male,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,A little dissatisfied,Fairly interested,A little ,A moderate amount  ,1/2 hour to 1 hour ,2-5 times a day,0,0,1,0,1,643,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1254,27/03/2024 04:37,27/03/2024 04:49,100,760,TRUE,27/03/2024 04:49,anonymous,EN,I agree to the above statements and consent to participating in this study,62.84,62.84,62.843,1,Strongly disagree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,7,7,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,63.556,63.556,63.558,1,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,7,7,5,6,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,67.374,67.374,67.376,1,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,2,5,4,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,68.372,68.372,68.374,1,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,5,6,6,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Completely insufficient,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1,3,2,4,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,,Labour,,77,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Very dissatisfied,Very interested ,A moderate amount  ,A little ,More than 2 hours ,"More than five times a day	",1,0,1,0,1,767,"English, Welsh",76,Female,White,United Kingdom,United Kingdom,United Kingdom,Welsh,No,Part-Time
1255,27/03/2024 05:02,27/03/2024 05:03,100,45,TRUE,27/03/2024 05:03,anonymous,EN,I do not consent and would like to exit this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,27/03/2024 05:09,27/03/2024 05:47,100,2268,TRUE,27/03/2024 05:47,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,36.601,36.601,36.608,1,Slightly agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,7,7,7,6,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,25.983,29.533,29.539,2,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,7,7,4,4,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,278.492,280.665,280.672,2,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,6,6,5,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,95.912,95.912,95.917,1,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,5,5,6,5,Mostly insufficient,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",5,4,1,2,3,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Fact Checks!  It ought to be illegal to lie in order to manipulate people,Liberal Democrat,,53,Male,"Postgraduate (e.g. M.Sc, Ph.D)",,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,A little dissatisfied,Fairly interested,Not at all ,Not at all ,1/2 hour to 1 hour ,"Once a day	",1,1,0,1,0,2310,English,52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1257,27/03/2024 04:52,27/03/2024 05:01,100,524,TRUE,27/03/2024 05:01,anonymous,EN,I agree to the above statements and consent to participating in this study,12.683,14.097,14.101,2,Slightly agree,Strongly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,4,4,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,14.798,16.092,16.096,2,Slightly disagree,Strongly agree,Slightly disagree,Strongly agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,4,4,4,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,13.641,14.756,14.758,2,Strongly disagree,Slightly agree,Disagree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,6,6,6,6,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,18.923,20.292,20.294,2,Slightly agree,Strongly agree,Slightly disagree,Agree,Somewhat disagree,Agree,Agree,Disagree,Agree,4,3,3,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,Mostly insufficient,Not sure,"Common Sense Collective,Campaign for a better Britain",3,4,2,1,5,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,who prepared the material and when it was issued,I do not identify with any political party,,35,Female,"Postgraduate (e.g. M.Sc, Ph.D)",,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Very dissatisfied,Fairly interested,A little ,A moderate amount  ,1/2 hour to 1 hour ,Never,1,0,1,0,1,532,"English, Turkish",34,Female,White,Turkey,United Kingdom,Turkey,Turkish,Yes,Other
1258,27/03/2024 05:29,27/03/2024 05:39,100,575,TRUE,27/03/2024 05:39,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,16.098,22.088,22.092,3,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,4,4,1,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,12.375,40.022,40.026,10,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,4,4,4,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,23.121,23.121,23.13,1,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,6,6,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,86.037,86.037,86.043,1,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,4,4,4,1,Mostly insufficient,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",4,1,2,3,5,6,,Not sure,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,not sure,I do not identify with any political party,,43,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,A little dissatisfied,Not very interested,Not at all ,Not at all ,"None, No time at all ",2-5 times a day,1,1,0,1,0,582,English,43,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
1259,27/03/2024 04:56,27/03/2024 05:10,100,843,TRUE,27/03/2024 05:10,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,7.231,48.903,48.906,5,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,6,6,1,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,5.676,53.464,53.466,3,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,3,4,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,70.523,71.33,71.332,2,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Disagree,Agree,Disagree,6,6,3,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,3.925,17.355,17.356,4,Strongly disagree,Agree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,3,3,3,1,Completely insufficient,Not sure,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",1,3,5,2,4,6,,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,,Conservative,,56,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Very dissatisfied,Fairly interested,Not at all ,A little ,Less than 1/2 hour ,"Once a week	",0,1,0,1,0,852,"English, Punjabi",55,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
1260,27/03/2024 06:47,27/03/2024 07:05,100,1101,TRUE,27/03/2024 07:05,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,28.64,28.64,28.643,1,Disagree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Agree,3,5,5,2,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,34.736,34.736,34.742,1,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly disagree,4,5,4,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,31.031,31.031,31.036,1,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,2,2,1,1,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,84.363,84.363,84.368,1,Disagree,Strongly agree,Disagree,Agree,Disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,2,3,5,2,Mostly sufficient,4,"Voice for the People,Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1,4,2,3,5,6,press regulators,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government",Agree,Agree,Agree,Somewhat agree,Strongly agree,the regulatory body responsible for keeping this in check,Conservative,,67,Female,"Undergraduate University (e.g. BA, B.Sc, B.Ed)",,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Fairly satisfied,Fairly interested,A moderate amount  ,A lot ,1/2 hour to 1 hour ,"Once a day	",0,1,0,1,0,1112,English,66,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
1261,27/03/2024 04:20,27/03/2024 04:41,100,1252,TRUE,27/03/2024 04:41,anonymous,EN,I agree to the above statements and consent to participating in this study,35.435,35.435,35.448,1,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,68.558,68.558,68.569,1,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,4,4,4,3,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,100.652,100.652,100.669,1,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Agree,5,5,5,5,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,175.755,175.755,175.768,1,Disagree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,4,4,4,4,Slightly insufficient,3,"Breaking Barriers Alliance,Campaign for a better Britain",4,6,5,1,3,2,,There are no regulatory controls on any type of political advertising during UK elections,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,A definitive identity and a statement of which party they belong.,Liberal Democrat,,76,Male,"GCSE level, or equivalent",,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Fairly satisfied,Slightly interested,A little ,Not at all ,Less than 1/2 hour ,"Once a day	",1,0,1,1,0,1265,English,75,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
1262,27/03/2024 05:18,27/03/2024 05:35,100,1020,TRUE,27/03/2024 05:35,anonymous,EN,I agree to the above statements and consent to participating in this study,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,26.691,26.691,26.695,1,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,6,6,5,4,NA,NA,NA,NA,,,,,,,,,,,NA,NA,NA,NA,32.6,32.6,32.605,1,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,5,5,4,3,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,19.307,76.322,76.329,2,Slightly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Agree,Disagree,Strongly agree,Neither agree nor disagree,4,4,2,2,NA,NA,NA,NA,,,,,,,,,,NA,NA,NA,NA,79.236,79.236,79.241,1,Disagree,Strongly agree,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Neither agree nor disagree,6,6,5,3,Mostly insufficient,Not sure,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",2,1,5,3,4,6,,Not sure,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Who paid for the posts and their political affiliations should be made clearer. Also if they made donations to any of the main political parties and their connections to the said parties.,Labour,,69,Male,"A-level, or equivalent",,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Fairly satisfied,Very interested ,A little ,A little ,1 to 2 hours ,2-5 times a day,1,1,0,1,0,1028,English,68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
