"","id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK","informed","PG_value","agree_value","trustworthy_value","believable_value","accurate_value","factual_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","informed2_value","informed3_value","informed4_value","recall_name","useful_rank_1"
"3231",827,"1","0","0","1","0","advert.3","0",4,2.66666666666667,6,6,5,6,4,4,"Not sure","incorrect","1","1","0","1","0","0","0","0",2,"Not sure","Less than 1/2 hour ","Never","Green Party",51,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,2,2,4,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3232",827,"1","0","0","1","0","advert.4","1",5.5,4.33333333333333,6,4,4,5,4,5,"Not sure","incorrect","1","1","0","1","0","0","0","0",2,"Not sure","Less than 1/2 hour ","Never","Green Party",51,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,5,6,4,4,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3233",828,"1","0","0","1","1","advert.1","1",5.75,4.66666666666667,7,4,4,4,4,2,"0","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","More than five times a day	","Conservative",31,"Female","A-level, or equivalent","Mixed",4,7,5,7,5,3,6,"Campaign for a better Britain",2
"3234",828,"1","0","0","1","1","advert.2","0",5,4.66666666666667,7,3,3,2,2,5,"0","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","More than five times a day	","Conservative",31,"Female","A-level, or equivalent","Mixed",5,6,5,4,4,5,5,"Campaign for a better Britain",2
"3235",828,"1","0","0","1","1","advert.3","0",3.75,4.66666666666667,5,7,5,6,6,6,"0","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","More than five times a day	","Conservative",31,"Female","A-level, or equivalent","Mixed",2,6,2,5,5,4,5,"Campaign for a better Britain",2
"3236",828,"1","0","0","1","1","advert.4","1",4.25,6,6,4,4,5,4,2,"0","incorrect","0","0","0","1","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","More than five times a day	","Conservative",31,"Female","A-level, or equivalent","Mixed",2,7,2,6,6,6,6,"Campaign for a better Britain",2
"3237",829,"0","1","0","1","1","advert.1","0",5.5,5,6,5,4,6,4,5,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","None, No time at all ","Less than once a week","Other, please specify___________",52,"Female","GCSE level, or equivalent","White",6,6,6,4,5,5,5,"Common Sense Collective,Campaign for a better Britain",2
"3238",829,"0","1","0","1","1","advert.2","1",3.75,5,6,4,4,5,4,4,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","None, No time at all ","Less than once a week","Other, please specify___________",52,"Female","GCSE level, or equivalent","White",2,6,3,4,5,5,5,"Common Sense Collective,Campaign for a better Britain",2
"3239",829,"0","1","0","1","1","advert.3","0",3,3.33333333333333,4,5,6,6,5,6,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","None, No time at all ","Less than once a week","Other, please specify___________",52,"Female","GCSE level, or equivalent","White",1,6,1,4,3,3,4,"Common Sense Collective,Campaign for a better Britain",2
"3240",829,"0","1","0","1","1","advert.4","1",3.25,5,6,5,4,5,4,4,"2","correct","1","0","0","1","0","0","0","0",2,"Not sure","None, No time at all ","Less than once a week","Other, please specify___________",52,"Female","GCSE level, or equivalent","White",2,6,2,3,5,5,5,"Common Sense Collective,Campaign for a better Britain",2
"3241",830,"1","0","0","1","1","advert.1","1",4,6,7,5,4,5,5,2,"1","incorrect","0","0","0","1","0","0","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",NA,"More than five times a day	","Labour",38,"Female","A-level, or equivalent","White",1,7,1,7,6,6,6,"Campaign for a better Britain",1
"3242",830,"1","0","0","1","1","advert.2","0",4,6.33333333333333,7,6,5,6,6,2,"1","incorrect","0","0","0","1","0","0","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",NA,"More than five times a day	","Labour",38,"Female","A-level, or equivalent","White",1,7,1,7,6,6,7,"Campaign for a better Britain",1
"3243",830,"1","0","0","1","1","advert.3","0",3.75,4,5,5,4,5,5,5,"1","incorrect","0","0","0","1","0","0","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",NA,"More than five times a day	","Labour",38,"Female","A-level, or equivalent","White",1,6,1,7,5,1,6,"Campaign for a better Britain",1
"3244",830,"1","0","0","1","1","advert.4","1",3.75,7,4,6,4,5,6,1,"1","incorrect","0","0","0","1","0","0","0","0",1,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media",NA,"More than five times a day	","Labour",38,"Female","A-level, or equivalent","White",1,7,1,6,7,7,7,"Campaign for a better Britain",1
"3245",831,"0","1","1","0","0","advert.1","0",5,2.66666666666667,6,1,1,2,1,1,"3","incorrect","1","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Less than once a week","Labour",24,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",4,7,4,5,3,3,2,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",3
"3246",831,"0","1","1","0","0","advert.2","1",4.5,2.33333333333333,6,4,1,1,3,2,"3","incorrect","1","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Less than once a week","Labour",24,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3,6,3,6,3,2,2,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",3
"3247",831,"0","1","1","0","0","advert.3","1",3.75,3,6,3,2,3,2,2,"3","incorrect","1","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Less than once a week","Labour",24,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",1,7,1,6,3,3,3,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",3
"3248",831,"0","1","1","0","0","advert.4","0",2,6,5,3,5,4,5,2,"3","incorrect","1","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Less than once a week","Labour",24,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",1,3,1,3,6,6,6,"Common Sense Collective,Speak Freely Inc.,Campaign for a better Britain",3
"3249",832,"1","0","1","0","1","advert.1","1",4.25,6.33333333333333,7,6,6,6,6,6,"2","correct","1","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,2,7,6,7,6,"Common Sense Collective,Campaign for a better Britain",1
"3250",832,"1","0","1","0","1","advert.2","0",4.5,4.33333333333333,7,2,1,3,2,1,"2","correct","1","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,2,7,6,2,5,"Common Sense Collective,Campaign for a better Britain",1
"3251",832,"1","0","1","0","1","advert.3","1",4.5,6,7,5,5,5,5,5,"2","correct","1","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,2,7,6,6,6,"Common Sense Collective,Campaign for a better Britain",1
"3252",832,"1","0","1","0","1","advert.4","0",4,3,7,4,2,4,3,1,"2","correct","1","0","0","1","0","0","0","0",3,"Not sure","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",1,7,1,7,3,3,3,"Common Sense Collective,Campaign for a better Britain",1
"3253",833,"0","1","0","1","1","advert.1","0",6.5,3,7,1,1,1,1,1,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",35,"Female","A-level, or equivalent","White",6,7,6,7,3,3,3,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3254",833,"0","1","0","1","1","advert.2","1",4.75,2,7,1,1,1,1,1,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",35,"Female","A-level, or equivalent","White",2,7,3,7,2,2,2,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3255",833,"0","1","0","1","1","advert.3","0",4.5,5.33333333333333,7,5,4,5,5,4,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",35,"Female","A-level, or equivalent","White",2,7,2,7,5,5,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3256",833,"0","1","0","1","1","advert.4","1",6,6.33333333333333,7,2,3,3,4,2,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","More than five times a day	","Conservative",35,"Female","A-level, or equivalent","White",5,7,5,7,7,6,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3257",834,"1","0","0","1","1","advert.1","1",5.75,3.33333333333333,7,4,3,2,3,1,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"Not sure",NA,"Never","Conservative",36,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",4,7,5,7,4,3,3,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3258",834,"1","0","0","1","1","advert.2","0",4.75,3.66666666666667,7,4,2,2,3,1,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"Not sure",NA,"Never","Conservative",36,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3,7,3,6,3,6,2,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3259",834,"1","0","0","1","1","advert.3","0",5.5,2.66666666666667,6,6,2,4,5,1,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"Not sure",NA,"Never","Conservative",36,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",4,7,4,7,4,3,1,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3260",834,"1","0","0","1","1","advert.4","1",5,3.33333333333333,6,5,2,2,1,1,"Not sure","incorrect","0","1","1","1","0","0","0","0",2,"Not sure",NA,"Never","Conservative",36,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Asian",3,7,4,6,4,4,2,"Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3261",835,"1","0","1","0","0","advert.1","1",4.5,5,5,5,5,5,4,4,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Green Party",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4,5,3,6,5,5,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",5
"3262",835,"1","0","1","0","0","advert.2","0",5.75,4.33333333333333,6,5,4,5,5,5,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Green Party",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,6,6,5,3,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",5
"3263",835,"1","0","1","0","0","advert.3","1",3,3.33333333333333,4,5,4,5,5,5,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Green Party",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",1,5,2,4,3,3,4,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",5
"3264",835,"1","0","1","0","0","advert.4","0",5.25,5,5,5,5,5,5,3,"3","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once a week	","Green Party",63,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,4,6,5,5,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",5
"3265",836,"0","1","0","1","1","advert.1","0",4.5,3.66666666666667,6,3,5,5,5,4,"1","incorrect","0","1","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Labour",40,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,3,6,4,4,3,"Breaking Barriers Alliance",1
"3266",836,"0","1","0","1","1","advert.2","1",4.5,6,6,3,5,5,5,4,"1","incorrect","0","1","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Labour",40,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,6,3,6,6,6,6,"Breaking Barriers Alliance",1
"3267",836,"0","1","0","1","1","advert.3","0",4.25,2,4,6,6,6,6,5,"1","incorrect","0","1","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Labour",40,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",3,5,3,6,2,2,2,"Breaking Barriers Alliance",1
"3268",836,"0","1","0","1","1","advert.4","1",3.25,4,4,4,4,4,4,2,"1","incorrect","0","1","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Once a day	","Labour",40,"Female","Postgraduate (e.g. M.Sc, Ph.D)","White",2,5,2,4,3,4,5,"Breaking Barriers Alliance",1
"3269",837,"0","1","1","0","0","advert.1","0",6.5,5.66666666666667,7,2,1,2,2,1,"1","incorrect","0","1","0","0","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",83,"Male","GCSE level, or equivalent","White",6,7,6,7,5,6,6,"Breaking Barriers Alliance",5
"3270",837,"0","1","1","0","0","advert.2","1",6.5,5.33333333333333,7,5,2,3,4,4,"1","incorrect","0","1","0","0","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",83,"Male","GCSE level, or equivalent","White",6,7,6,7,5,5,6,"Breaking Barriers Alliance",5
"3271",837,"0","1","1","0","0","advert.3","1",3.25,3,6,3,4,4,1,3,"1","incorrect","0","1","0","0","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",83,"Male","GCSE level, or equivalent","White",2,3,2,6,3,3,3,"Breaking Barriers Alliance",5
"3272",837,"0","1","1","0","0","advert.4","0",3.25,7,5,7,6,6,6,6,"1","incorrect","0","1","0","0","0","0","0","0",5,"Not sure","1/2 hour to 1 hour ","Once a day	","Reform UK",83,"Male","GCSE level, or equivalent","White",1,5,1,6,7,7,7,"Breaking Barriers Alliance",5
"3273",838,"0","1","0","1","1","advert.1","0",5.25,2.66666666666667,6,4,2,5,4,2,"Not sure","incorrect","0","0","0","1","0","0","0","1",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Labour",37,"Male","GCSE level, or equivalent","White",4,7,4,6,3,2,3,"Campaign for a better Britain,All Together ",1
"3274",838,"0","1","0","1","1","advert.2","1",4,4.33333333333333,6,5,3,5,5,2,"Not sure","incorrect","0","0","0","1","0","0","0","1",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Labour",37,"Male","GCSE level, or equivalent","White",2,6,2,6,4,4,5,"Campaign for a better Britain,All Together ",1
"3275",838,"0","1","0","1","1","advert.3","0",5,5.66666666666667,6,6,4,5,5,5,"Not sure","incorrect","0","0","0","1","0","0","0","1",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Labour",37,"Male","GCSE level, or equivalent","White",5,6,3,6,6,6,5,"Campaign for a better Britain,All Together ",1
"3276",838,"0","1","0","1","1","advert.4","1",3.25,4,4,4,4,4,4,4,"Not sure","incorrect","0","0","0","1","0","0","0","1",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","More than five times a day	","Labour",37,"Male","GCSE level, or equivalent","White",2,5,2,4,4,4,4,"Campaign for a better Britain,All Together ",1
"3277",839,"1","0","0","1","1","advert.1","1",6.25,4.66666666666667,6,7,5,6,4,2,"1","incorrect","1","1","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",23,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,7,6,7,4,5,5,"Common Sense Collective,Breaking Barriers Alliance",1
"3278",839,"1","0","0","1","1","advert.2","0",4.5,3.33333333333333,7,4,3,4,4,1,"1","incorrect","1","1","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",23,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,4,6,3,3,4,"Common Sense Collective,Breaking Barriers Alliance",1
"3279",839,"1","0","0","1","1","advert.3","0",3.5,2.66666666666667,4,4,2,5,2,2,"1","incorrect","1","1","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",23,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,5,2,5,2,3,3,"Common Sense Collective,Breaking Barriers Alliance",1
"3280",839,"1","0","0","1","1","advert.4","1",4.25,4.33333333333333,6,4,3,3,3,2,"1","incorrect","1","1","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Once every couple of days	","Labour",23,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,7,2,6,4,5,4,"Common Sense Collective,Breaking Barriers Alliance",1
"3281",840,"1","0","1","0","0","advert.1","1",6,7,7,6,6,6,6,5,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,7,7,7,7,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3282",840,"1","0","1","0","0","advert.2","0",6,6,7,5,4,6,5,3,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,7,6,6,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3283",840,"1","0","1","0","0","advert.3","1",3.75,6,6,7,7,7,7,7,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,6,6,6,6,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3284",840,"1","0","1","0","0","advert.4","0",3.75,4,7,7,7,6,6,2,"0","incorrect","1","1","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","Once a day	","Liberal Democrat",24,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,6,5,2,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
"3285",841,"0","1","1","0","0","advert.1","0",6,5.33333333333333,6,5,2,4,3,2,"0","incorrect","1","1","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Once every couple of days	","Other, please specify___________",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",6,6,6,6,5,6,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3286",841,"0","1","1","0","0","advert.2","1",5,5,6,5,2,2,2,2,"0","incorrect","1","1","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Once every couple of days	","Other, please specify___________",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",5,6,3,6,5,5,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3287",841,"0","1","1","0","0","advert.3","1",5.5,5,6,5,2,4,2,3,"0","incorrect","1","1","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Once every couple of days	","Other, please specify___________",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",6,7,2,7,5,5,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3288",841,"0","1","1","0","0","advert.4","0",4.75,5.33333333333333,6,4,4,4,4,2,"0","incorrect","1","1","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","Once every couple of days	","Other, please specify___________",25,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Mixed",5,6,2,6,5,6,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
"3289",842,"0","1","0","1","0","advert.1","0",6.5,2,7,2,2,3,2,2,"2","correct","0","1","0","1","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Labour",47,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",6,7,6,7,2,2,2,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3290",842,"0","1","0","1","0","advert.2","1",5.75,5.66666666666667,6,4,3,3,3,2,"2","correct","0","1","0","1","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Labour",47,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",6,6,5,6,6,5,6,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3291",842,"0","1","0","1","0","advert.3","0",6.25,4,7,1,3,3,2,3,"2","correct","0","1","0","1","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Labour",47,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",6,7,5,7,5,2,5,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3292",842,"0","1","0","1","0","advert.4","1",2.5,5.66666666666667,2,6,4,6,5,5,"2","correct","0","1","0","1","0","0","0","0",2,"Not sure","1/2 hour to 1 hour ","More than five times a day	","Labour",47,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","Black",2,4,2,2,5,6,6,"Breaking Barriers Alliance,Campaign for a better Britain",1
"3293",844,"0","1","0","1","1","advert.1","0",6.5,2.66666666666667,7,4,2,5,5,1,"2","correct","0","0","1","1","0","1","1","0",4,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","I do not identify with any political party",67,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,7,6,7,2,2,4,"The People’s movement,Voice for the People,Speak Freely Inc.,Campaign for a better Britain",4
"3294",844,"0","1","0","1","1","advert.2","1",6,3,7,4,4,4,3,7,"2","correct","0","0","1","1","0","1","1","0",4,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","I do not identify with any political party",67,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,7,5,7,2,2,5,"The People’s movement,Voice for the People,Speak Freely Inc.,Campaign for a better Britain",4
"3295",844,"0","1","0","1","1","advert.3","0",5.25,2.66666666666667,7,5,3,5,5,1,"2","correct","0","0","1","1","0","1","1","0",4,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","I do not identify with any political party",67,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,7,2,7,2,1,5,"The People’s movement,Voice for the People,Speak Freely Inc.,Campaign for a better Britain",4
"3296",844,"0","1","0","1","1","advert.4","1",5.25,6,7,5,6,6,6,7,"2","correct","0","0","1","1","0","1","1","0",4,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","I do not identify with any political party",67,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,7,2,7,6,6,6,"The People’s movement,Voice for the People,Speak Freely Inc.,Campaign for a better Britain",4
"3297",845,"1","0","0","1","0","advert.1","1",4.75,4.33333333333333,6,2,2,2,2,3,"1","incorrect","1","0","0","0","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","Conservative",84,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,3,5,6,5,6,2,"Common Sense Collective",2
"3298",845,"1","0","0","1","0","advert.2","0",3.75,1,6,1,1,1,1,1,"1","incorrect","1","0","0","0","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","Conservative",84,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,7,1,1,1,"Common Sense Collective",2
"3299",845,"1","0","0","1","0","advert.3","0",4,2.33333333333333,6,1,1,1,1,1,"1","incorrect","1","0","0","0","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","Conservative",84,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,7,1,1,5,"Common Sense Collective",2
"3300",845,"1","0","0","1","0","advert.4","1",3,6,5,6,5,6,6,5,"1","incorrect","1","0","0","0","0","0","0","0",3,"There are no regulatory controls on any type of political advertising during UK elections","Less than 1/2 hour ","Never","Conservative",84,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,1,3,6,6,6,"Common Sense Collective",2
"3301",846,"0","1","0","1","0","advert.1","0",5.5,5,7,5,3,5,5,1,"1","incorrect","1","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Not sure","Less than once a week","Labour",25,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",4,7,4,7,5,5,5,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",2
