"id","Advert.1","Advert.2","Advert.3","Advert.4","Training.condition","advert","version","PK_advert","credibility","informed","agree_value","recall_num","recall_correct","CSC","BBA","SFI","CBB","FF","TPM","VFP","AT","political_interest","reg_know","SM_use","SM_frequency_1","partyID","age","gender","education","Ethnicity.simplified","PK1_value","PK2_value","PK3_value","PK4_value","PG_value","informed2_value","informed3_value","informed4_value","trustworthy_value","accurate_value","believable_value","factual_value","PK","recall_name","useful_rank_1"
599,"1","0","0","1","1","advert.4","1",2,5,6,5,"1","incorrect","1","1","0","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Less than once a week","Labour",67,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,6,2,6,6,6,6,6,5,5,5,5,4,"Common Sense Collective,Breaking Barriers Alliance,Campaign for a better Britain",1
600,"0","1","0","1","0","advert.1","0",1,7,7,7,"3","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Green Party",56,"Female","A-level, or equivalent","White",1,7,1,5,6,7,7,7,7,7,7,7,3.5,"Campaign for a better Britain",1
600,"0","1","0","1","0","advert.2","1",1,5.75,6.66666666666667,6,"3","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Green Party",56,"Female","A-level, or equivalent","White",1,7,1,6,7,6,7,7,6,6,6,5,3.75,"Campaign for a better Britain",1
600,"0","1","0","1","0","advert.3","0",1,6.75,5,7,"3","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Green Party",56,"Female","A-level, or equivalent","White",1,7,1,6,1,5,4,6,7,7,7,6,3.75,"Campaign for a better Britain",1
600,"0","1","0","1","0","advert.4","1",1,7,7,7,"3","incorrect","0","0","0","1","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Green Party",56,"Female","A-level, or equivalent","White",1,7,1,5,6,7,7,7,7,7,7,7,3.5,"Campaign for a better Britain",1
601,"1","0","0","1","0","advert.1","1",4,3.75,3.66666666666667,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",35,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",6,6,2,6,5,4,4,3,3,5,4,3,5,"",1
601,"1","0","0","1","0","advert.2","0",2,2.25,2,2,"Not sure","incorrect","0","0","0","0","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",35,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",2,5,2,6,6,2,2,2,2,3,2,2,3.75,"",1
601,"1","0","0","1","0","advert.3","0",1.5,6.25,6,7,"Not sure","incorrect","0","0","0","0","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",35,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",2,7,1,3,1,6,6,6,6,7,7,5,3.25,"",1
601,"1","0","0","1","0","advert.4","1",1.5,4.5,2.66666666666667,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Labour",35,"Female","Postgraduate (e.g. M.Sc, Ph.D)","Asian",2,5,1,5,4,3,3,2,5,4,5,4,3.25,"",1
602,"1","0","0","1","0","advert.1","1",5.5,2.75,5.33333333333333,3,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","2-5 times a day","Conservative",78,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,6,6,6,5,5,6,3,3,3,2,5.75,"Common Sense Collective,Campaign for a better Britain",1
602,"1","0","0","1","0","advert.2","0",6,3.5,3,4,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","2-5 times a day","Conservative",78,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,6,6,3,3,3,3,4,5,2,6,"Common Sense Collective,Campaign for a better Britain",1
602,"1","0","0","1","0","advert.3","0",3.5,4.75,2.66666666666667,5,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","2-5 times a day","Conservative",78,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,6,3,6,6,2,3,3,5,5,6,3,4.75,"Common Sense Collective,Campaign for a better Britain",1
602,"1","0","0","1","0","advert.4","1",5.5,3.5,5.66666666666667,4,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","Less than 1/2 hour ","2-5 times a day","Conservative",78,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,6,6,6,6,5,6,3,4,4,3,5.75,"Common Sense Collective,Campaign for a better Britain",1
605,"1","0","1","0","0","advert.1","1",5,5.5,3,6,"Not sure","incorrect","0","0","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Less than once a week","Green Party",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,6,7,3,3,3,5,6,6,5,5.75,"Speak Freely Inc.",2
605,"1","0","1","0","0","advert.2","0",3,5.5,4,7,"Not sure","incorrect","0","0","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Less than once a week","Green Party",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,3,6,7,5,3,4,5,6,6,5,4.5,"Speak Freely Inc.",2
605,"1","0","1","0","0","advert.3","1",2,6,6,6,"Not sure","incorrect","0","0","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Less than once a week","Green Party",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,5,5,6,6,6,6,6,6,6,3.75,"Speak Freely Inc.",2
605,"1","0","1","0","0","advert.4","0",1,5.25,6,5,"Not sure","incorrect","0","0","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Less than once a week","Green Party",23,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,2,5,6,6,6,5,5,6,5,2.5,"Speak Freely Inc.",2
606,"1","0","1","0","1","advert.1","1",6.5,3.5,3.66666666666667,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","More than five times a day	","Plaid Cymru",52,"Non-binary / third gender","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",7,7,6,7,7,4,3,4,3,4,4,3,6.75,"",1
606,"1","0","1","0","1","advert.2","0",5.5,2.75,3.33333333333333,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","More than five times a day	","Plaid Cymru",52,"Non-binary / third gender","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,6,7,7,3,3,4,2,3,3,3,6.25,"",1
606,"1","0","1","0","1","advert.3","1",2,6.25,6,6,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","More than five times a day	","Plaid Cymru",52,"Non-binary / third gender","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,7,6,6,6,6,6,6,7,6,4.25,"",1
606,"1","0","1","0","1","advert.4","0",4,4.25,5.66666666666667,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","More than five times a day	","Plaid Cymru",52,"Non-binary / third gender","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,7,4,7,7,6,5,6,4,4,4,5,5.5,"",1
607,"1","0","1","0","1","advert.1","1",6,4,4,4,"3","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Never","Conservative",80,"Male","A-level, or equivalent","White",6,7,6,7,6,5,3,4,4,4,4,4,6.5,"Common Sense Collective",3
607,"1","0","1","0","1","advert.2","0",6,1.75,2.66666666666667,2,"3","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Never","Conservative",80,"Male","A-level, or equivalent","White",6,6,6,6,6,3,2,3,2,2,2,1,6,"Common Sense Collective",3
607,"1","0","1","0","1","advert.3","1",6,5.75,5.66666666666667,6,"3","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Never","Conservative",80,"Male","A-level, or equivalent","White",6,6,6,7,6,5,6,6,5,6,6,6,6.25,"Common Sense Collective",3
607,"1","0","1","0","1","advert.4","0",6,5,6,5,"3","incorrect","1","0","0","0","0","0","0","0",4,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1/2 hour to 1 hour ","Never","Conservative",80,"Male","A-level, or equivalent","White",6,7,6,7,7,6,6,6,5,5,5,5,6.5,"Common Sense Collective",3
608,"0","1","1","0","1","advert.1","0",1,5.5,3,6,"2","correct","0","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Labour",25,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,6,6,3,3,3,5,6,6,5,3.5,"Breaking Barriers Alliance,Campaign for a better Britain",1
608,"0","1","1","0","1","advert.2","1",5,4,6,5,"2","correct","0","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Labour",25,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,7,6,6,6,6,4,5,5,2,6,"Breaking Barriers Alliance,Campaign for a better Britain",1
608,"0","1","1","0","1","advert.3","1",2,6,6,6,"2","correct","0","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Labour",25,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,5,2,5,3,6,6,6,6,6,6,6,3.5,"Breaking Barriers Alliance,Campaign for a better Britain",1
608,"0","1","1","0","1","advert.4","0",2,3,2.33333333333333,4,"2","correct","0","1","0","1","0","0","0","0",3,"Not sure","1/2 hour to 1 hour ","Never","Labour",25,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,6,6,3,2,2,3,4,4,1,4.25,"Breaking Barriers Alliance,Campaign for a better Britain",1
609,"0","1","0","1","0","advert.1","0",6,1,1,1,"3","incorrect","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,6,6,6,6,1,1,1,1,1,1,1,6,"Speak Freely Inc.,Campaign for a better Britain",1
609,"0","1","0","1","0","advert.2","1",3.5,1,2,1,"3","incorrect","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,6,2,6,6,2,2,2,1,1,1,1,4.75,"Speak Freely Inc.,Campaign for a better Britain",1
609,"0","1","0","1","0","advert.3","0",1,7,6,6,"3","incorrect","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,6,1,6,3,6,6,6,7,7,7,7,3.5,"Speak Freely Inc.,Campaign for a better Britain",1
609,"0","1","0","1","0","advert.4","1",2,5,6,5,"3","incorrect","0","0","1","1","0","0","0","0",3,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","Never","Conservative",77,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,6,6,6,6,5,5,5,5,4,"Speak Freely Inc.,Campaign for a better Britain",1
610,"0","1","1","0","0","advert.1","0",6.5,4,3.66666666666667,6,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","1 to 2 hours ","2-5 times a day","Liberal Democrat",77,"Male","Other, please specify","White",7,6,6,6,7,4,2,5,4,6,5,1,6.25,"Common Sense Collective,Campaign for a better Britain",5
610,"0","1","1","0","0","advert.2","1",7,4.25,5,5,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","1 to 2 hours ","2-5 times a day","Liberal Democrat",77,"Male","Other, please specify","White",7,7,7,7,7,5,5,5,6,4,6,1,7,"Common Sense Collective,Campaign for a better Britain",5
610,"0","1","1","0","0","advert.3","1",6,4.5,4.66666666666667,5,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","1 to 2 hours ","2-5 times a day","Liberal Democrat",77,"Male","Other, please specify","White",6,6,6,6,7,4,5,5,4,4,6,4,6,"Common Sense Collective,Campaign for a better Britain",5
610,"0","1","1","0","0","advert.4","0",4.5,4.25,5,6,"2","correct","1","0","0","1","0","0","0","0",4,"Not sure","1 to 2 hours ","2-5 times a day","Liberal Democrat",77,"Male","Other, please specify","White",5,6,4,5,6,5,3,7,5,5,4,3,5,"Common Sense Collective,Campaign for a better Britain",5
611,"0","1","0","1","0","advert.1","0",5,5,5,3,"2","correct","0","0","0","1","0","0","0","0",5,"Not sure","1 to 2 hours ","Never","Reform UK",73,"Female","Other, please specify","White",5,6,5,7,7,6,4,5,3,5,6,6,5.75,"Campaign for a better Britain",2
611,"0","1","0","1","0","advert.2","1",7,1,5.66666666666667,1,"2","correct","0","0","0","1","0","0","0","0",5,"Not sure","1 to 2 hours ","Never","Reform UK",73,"Female","Other, please specify","White",7,7,7,6,7,6,5,6,1,1,1,1,6.75,"Campaign for a better Britain",2
611,"0","1","0","1","0","advert.3","0",2,7,4,7,"2","correct","0","0","0","1","0","0","0","0",5,"Not sure","1 to 2 hours ","Never","Reform UK",73,"Female","Other, please specify","White",2,7,2,7,3,3,6,3,7,7,7,7,4.5,"Campaign for a better Britain",2
611,"0","1","0","1","0","advert.4","1",2,2,3,3,"2","correct","0","0","0","1","0","0","0","0",5,"Not sure","1 to 2 hours ","Never","Reform UK",73,"Female","Other, please specify","White",2,7,2,3,3,1,6,2,2,2,3,1,3.5,"Campaign for a better Britain",2
612,"1","0","0","1","1","advert.1","1",2,5.5,2.33333333333333,6,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Labour",47,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,6,5,2,2,3,4,6,6,6,4.25,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
612,"1","0","0","1","1","advert.2","0",2,4.75,2,6,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Labour",47,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,5,2,5,5,2,2,2,4,6,6,3,3.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
612,"1","0","0","1","1","advert.3","0",2.5,3.5,1,5,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Labour",47,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,6,2,5,4,1,1,1,3,5,5,1,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
612,"1","0","0","1","1","advert.4","1",2,4.5,5.66666666666667,6,"Not sure","incorrect","1","1","1","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1 to 2 hours ","Never","Labour",47,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,6,6,6,5,6,5,6,6,1,4.25,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",1
613,"0","1","0","1","1","advert.1","0",5,1.5,1.33333333333333,4,"2","correct","1","1","0","0","0","0","0","0",1,"Not sure","Less than 1/2 hour ","Once a day	","Labour",62,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,4,7,7,1,1,2,2,1,2,1,6,"Common Sense Collective,Breaking Barriers Alliance",1
613,"0","1","0","1","1","advert.2","1",2,3,2.66666666666667,4,"2","correct","1","1","0","0","0","0","0","0",1,"Not sure","Less than 1/2 hour ","Once a day	","Labour",62,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",1,7,3,7,7,4,2,2,2,4,4,2,4.5,"Common Sense Collective,Breaking Barriers Alliance",1
613,"0","1","0","1","1","advert.3","0",4.5,5.25,3.33333333333333,5,"2","correct","1","1","0","0","0","0","0","0",1,"Not sure","Less than 1/2 hour ","Once a day	","Labour",62,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,4,7,6,2,4,4,4,6,7,4,5.75,"Common Sense Collective,Breaking Barriers Alliance",1
613,"0","1","0","1","1","advert.4","1",3,3.25,4.66666666666667,4,"2","correct","1","1","0","0","0","0","0","0",1,"Not sure","Less than 1/2 hour ","Once a day	","Labour",62,"Female","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",3,7,3,7,7,4,6,4,4,4,4,1,5,"Common Sense Collective,Breaking Barriers Alliance",1
614,"1","0","1","0","1","advert.1","1",5.5,3.5,6,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",45,"Male","A-level, or equivalent","White",6,6,5,5,6,6,6,6,3,4,5,2,5.5,"",2
614,"1","0","1","0","1","advert.2","0",2,4.25,5.66666666666667,3,"Not sure","incorrect","0","0","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",45,"Male","A-level, or equivalent","White",2,6,2,7,6,5,6,6,2,4,6,5,4.25,"",2
614,"1","0","1","0","1","advert.3","1",1,2.25,3,4,"Not sure","incorrect","0","0","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",45,"Male","A-level, or equivalent","White",1,7,1,7,7,3,3,3,2,2,4,1,4,"",2
614,"1","0","1","0","1","advert.4","0",1,4.5,5.33333333333333,5,"Not sure","incorrect","0","0","0","0","0","0","0","0",2,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","1/2 hour to 1 hour ","2-5 times a day","Labour",45,"Male","A-level, or equivalent","White",1,6,1,6,7,5,6,5,4,5,6,3,3.5,"",2
615,"0","1","1","0","1","advert.1","0",4,5.75,5.33333333333333,7,"3","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Once every couple of days	","Green Party",39,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,6,4,5,6,6,4,6,5,6,6,6,4.75,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
615,"0","1","1","0","1","advert.2","1",2,6,5.33333333333333,6,"3","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Once every couple of days	","Green Party",39,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,6,6,4,6,6,6,6,6,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
615,"0","1","1","0","1","advert.3","1",2,6,4,6,"3","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Once every couple of days	","Green Party",39,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,5,4,4,4,6,6,6,6,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
615,"0","1","1","0","1","advert.4","0",2,5,4.66666666666667,6,"3","incorrect","1","1","1","0","0","0","0","0",5,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","1 to 2 hours ","Once every couple of days	","Green Party",39,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,6,2,6,6,4,4,6,4,6,6,4,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.",3
616,"0","1","1","0","0","advert.1","0",6,1,6,2,"2","correct","1","0","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",68,"Male","No formal qualifications","White",6,6,6,7,7,6,6,6,1,1,1,1,6.25,"Common Sense Collective",1
616,"0","1","1","0","0","advert.2","1",2,1.5,2,3,"2","correct","1","0","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",68,"Male","No formal qualifications","White",2,5,2,4,3,2,2,2,1,2,1,2,3.25,"Common Sense Collective",1
616,"0","1","1","0","0","advert.3","1",2,6,2.66666666666667,6,"2","correct","1","0","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",68,"Male","No formal qualifications","White",2,7,2,5,3,3,2,3,4,7,7,6,4,"Common Sense Collective",1
616,"0","1","1","0","0","advert.4","0",2,3.25,2,3,"2","correct","1","0","0","0","0","0","0","0",4,"Not sure","1/2 hour to 1 hour ","Never","Labour",68,"Male","No formal qualifications","White",2,4,2,5,5,2,2,2,3,4,3,3,3.25,"Common Sense Collective",1
617,"0","1","1","0","0","advert.1","0",5.5,3.75,3,4,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Green Party",30,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",6,5,5,4,6,3,3,3,4,3,5,3,5,"Common Sense Collective,Campaign for a better Britain",1
617,"0","1","1","0","0","advert.2","1",5.5,2.5,2.33333333333333,3,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Green Party",30,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,6,5,5,1,3,3,1,3,4,2,5.5,"Common Sense Collective,Campaign for a better Britain",1
617,"0","1","1","0","0","advert.3","1",3.5,2.5,3.33333333333333,4,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Green Party",30,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",5,6,2,6,6,2,2,6,2,2,5,1,4.75,"Common Sense Collective,Campaign for a better Britain",1
617,"0","1","1","0","0","advert.4","0",1.5,4,4,6,"0","incorrect","1","0","0","1","0","0","0","0",3,"All political advertising (whether on television, radio, in newspapers or the internet) is subject to the same rules set by the UK government","Less than 1/2 hour ","Never","Green Party",30,"Male","Postgraduate (e.g. M.Sc, Ph.D)","White",2,5,1,5,3,2,5,5,4,5,5,2,3.25,"Common Sense Collective,Campaign for a better Britain",1
618,"0","1","1","0","1","advert.1","0",6,2.25,3.33333333333333,2,"2","correct","0","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Conservative",69,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",6,7,6,5,7,3,4,3,3,2,3,1,6,"Breaking Barriers Alliance,Campaign for a better Britain",4
618,"0","1","1","0","1","advert.2","1",5,1.75,3,1,"2","correct","0","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Conservative",69,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",5,7,5,6,7,5,2,2,1,2,3,1,5.75,"Breaking Barriers Alliance,Campaign for a better Britain",4
618,"0","1","1","0","1","advert.3","1",4.5,1.5,3.33333333333333,2,"2","correct","0","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Conservative",69,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",4,6,5,4,7,3,3,4,1,2,2,1,4.75,"Breaking Barriers Alliance,Campaign for a better Britain",4
618,"0","1","1","0","1","advert.4","0",2,2.25,2.33333333333333,2,"2","correct","0","1","0","1","0","0","0","0",4,"All political advertising is regulated by rules set by the UK government, but there is one set of rules for advertising on television and radio and a different set of rules for advertising on the internet and social media","Less than 1/2 hour ","2-5 times a day","Conservative",69,"Male","Undergraduate University (e.g. BA, B.Sc, B.Ed)","White",2,7,2,5,6,3,2,2,3,2,3,1,4,"Breaking Barriers Alliance,Campaign for a better Britain",4
619,"1","0","1","0","1","advert.1","1",4,1.75,5,2,"2","correct","1","1","1","1","0","0","0","0",2,"Not sure","Not sure","Never","I do not identify with any political party",37,"Female","GCSE level, or equivalent","White",4,6,4,6,6,5,6,4,2,2,2,1,5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",6
619,"1","0","1","0","1","advert.2","0",3,2.25,4.33333333333333,4,"2","correct","1","1","1","1","0","0","0","0",2,"Not sure","Not sure","Never","I do not identify with any political party",37,"Female","GCSE level, or equivalent","White",2,6,4,6,6,4,4,5,2,4,2,1,4.5,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",6
619,"1","0","1","0","1","advert.3","1",2,5,5.33333333333333,6,"2","correct","1","1","1","1","0","0","0","0",2,"Not sure","Not sure","Never","I do not identify with any political party",37,"Female","GCSE level, or equivalent","White",2,6,2,6,5,5,6,5,4,6,6,4,4,"Common Sense Collective,Breaking Barriers Alliance,Speak Freely Inc.,Campaign for a better Britain",6
